claimText,claimant,claimDate,publisher,site,reviewUrl,reviewTitle,reviewDate,textualRating
Electric vehicles can catch fire after flooding,,,5NEWS,5newsonline.com,https://www.5newsonline.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,KREM,krem.com,https://www.krem.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,KSDK,ksdk.com,https://www.ksdk.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,11Alive.com,11alive.com,https://www.11alive.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,KHOU,khou.com,https://www.khou.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,WCNC,wcnc.com,https://www.wcnc.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,WGRZ,wgrz.com,https://www.wgrz.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,WKYC,wkyc.com,https://www.wkyc.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,ABC10,abc10.com,https://www.abc10.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,13WMAZ,13wmaz.com,https://www.13wmaz.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,WWL-TV,wwltv.com,https://www.wwltv.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,weareiowa.com,weareiowa.com,https://www.weareiowa.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,KARE 11,kare11.com,https://www.kare11.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,KCEN-TV,kcentv.com,https://www.kcentv.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,FOX West Texas,myfoxzone.com,https://www.myfoxzone.com/article/news/verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,KBMT,12newsnow.com,https://www.12newsnow.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,King 5 News,king5.com,https://www.king5.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,localmemphis.com,localmemphis.com,https://www.localmemphis.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,First Coast News,firstcoastnews.com,https://www.firstcoastnews.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
Electric vehicles can catch fire after flooding,,,News Center Maine,newscentermaine.com,https://www.newscentermaine.com/article/news/verify/electric-vehicles-verify/electric-vehicles-explode-fire-flood-hurricanes-tesla-fact-check/536-2bf67117-dee3-473b-aa9b-1eafc56621e7,"EVs can catch fire after floods, but won’t ‘explode like a bomb’",2024-10-03T20:41:00Z,"True. While unlikely, EVs can catch fire during or weeks after flooding"
"Electric vehicles are not green, manufacturing their batteries is environmentally unfriendly and they can emit more greenhouse gas than comparable fossil-fuel vehicles.",,,Science Feedback,science.feedback.org,https://science.feedback.org/in-most-cases-electrifying-cars-reduces-their-emissions/,"In most cases, electrifying cars reduces their emissions",2024-09-20T00:00:00Z,Misleading
The largest EV charging station in the world is solely powered by diesel generators.,Social media users,2024-08-31T00:00:00Z,Science Feedback,science.feedback.org,https://science.feedback.org/review/diesel-generators-do-not-charge-most-electric-vehicles/,Diesel generators do not charge most electric vehicles,2024-09-06T00:00:00Z,Inaccurate
"Kelsey Grammer said ""If you don't plug your EV into a solar panel or a windmill, you're just playing an expensive game of make-believe.""",,,Snopes.com,snopes.com,https://www.snopes.com/fact-check/ev-make-believe/,Kelsey Grammer Didn't Say Electric Vehicles Are 'Expensive Game ...,2024-08-22T16:57:12Z,Labeled Satire
"The Biden administration ""spent $9 billion on eight chargers!""",Donald Trump,2024-07-19T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2024/08/trump-misleads-on-the-cost-of-electric-vehicle-chargers/,Trump Misleads on the Cost of Electric Vehicle Chargers,,False
Electric vehicles supercharger uses more energy than hundreds of houses,Social media,2024-07-13T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/07/12/electric-cars-charging-houses-fact-check/74222238007/,Electric cars use less power than a house on average | Fact check,2024-07-12T18:27:59Z,Partly False
An exemption to London’s Ultra Low Emission Zone (ULEZ) for electric cars is to end next year.,facebook user,2024-07-01T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/online/ulez-electric-vehicles-exemption-claim/,Posts incorrectly claim ULEZ exemption for electric cars ending next year – Full Fact,2024-07-09T00:00:00Z,"This isn’t true. While a discount to London’s congestion charge for zero emissions vehicles is due to end in 2025, all electric vehicles remain exempt from the daily £12.50 ULEZ charge."
A photo shows a mine producing lithium for electric cars.,Facebook users,2024-05-21T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/meme-comparing-petrol-car-and-ev-impacts-mislabels-mine/,Meme comparing petrol car and EV impacts mislabels mine,2025-02-07T01:34:17Z,False. The photo shows a gold mine.
Video shows “two electric vehicles in a crash in Canada.”,Facebook post,2024-05-18T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2024/jun/18/facebook-posts/video-shows-bus-and-truck-colliding-in-moscow-not/,"Video shows bus and truck colliding in Moscow, not two electric vehicles crashing in Canada",,False
A photo shows a mine for “lithium for electric cars.”,Viral image,2024-04-14T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/factchecks/2024/apr/23/viral-image/mine-games-photo-shows-extraction-site-for-copper/,"Mine games: Photo shows extraction site for copper, not lithium",,False
Photo shows lithium mine 'for electric cars',Social media,2024-04-14T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/04/22/electric-car-copper-mine-not-lithium/73403057007/,"Electric car meme shows copper mine, not lithium mine | Fact check",2024-04-22T20:09:54Z,False
World's first permanent Electrified road to charge Electric vehicles while driving opens in Sweden.,threads.net,2024-04-17T22:57:00Z,Lead Stories,leadstories.com,https://leadstories.com/hoax-alert/2024/04/fact-check-worlds-first-permanent-electrified-road-is-not-open-in-sweden-as-of-april-2024.html,Fact Check: World's 'First Permanent Electrified Road' Is NOT Open As Of April 2024 -- Project In Sweden Is Paused,2024-04-17T22:57:00Z,Project Paused
Diesel generators for charging electric vehicles are popping up everywhere,,,CBS 8,cbs8.com,https://www.cbs8.com/article/news/verify/electric-vehicles-verify/no-diesel-generators-for-charging-electric-vehicles-arent-popping-up-everywhere/536-91d2c580-f93f-4e28-993c-3dc0fd5b5b87,"No, diesel generators for charging electric vehicles aren't popping ...",2024-04-17T14:23:00Z,False. Diesel generators for charging EVs are not popping up everywhere
"Study shows EVs pollute 1,850 times more than fuel-powered vehicles",Social media,2024-03-14T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/04/04/study-evs-pollute-more-fact-check/73173207007/,"False claim study shows EVs pollute 1,850 times more | Fact check",2024-04-04T18:46:55Z,False
"EVs pollute 1,850 times more than fuel-powered cars",Multiple sources,2024-03-14T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.34MD8RU,Report did not find EVs pollute more than gas cars,2024-03-28T16:55:00Z,False
A study has found that electric vehicles (EVs) pollute the environment at least 1850 times more than petrol-powered cars.,Facebook users,2024-03-12T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/tiresome-tyre-claim-false-to-get-traction/,Tiresome tyre claim false to get traction,2025-02-07T01:58:28Z,False. The supposed finding is completely fabricated.
Biden’s EPA is banning gas cars in the United States.,American Fuel & Petrochemical Manufacturers (AFPM),,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/government-verify/epa-biden-not-banning-gas-diesel-cars-trucks-in-united-states-like-afpm-ads-claim/536-cd452577-9862-4aad-970f-738f1848c7d9,Biden’s EPA is not banning gas cars like ads claim,2024-03-12T22:27:00Z,False. The EPA is not banning gas cars in the United States.
"“It takes SEVEN years for an electric car to reach net-zero CO2."" Only after that, ""do you begin to reduce your carbon footprint.""",Social media posts,2024-01-18T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2024/02/electric-vehicles-contribute-fewer-emissions-than-gasoline-powered-cars-over-their-lifetimes/,Electric Vehicles Contribute Fewer Emissions Than Gasoline-Powered Cars Over Their Lifetimes,,False
Post implies burning delivery van is an electric vehicle,Social media,2024-01-19T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/02/05/ocado-van-fire-not-electric/72455335007/,"Post misleads about burning delivery van in London; it's diesel, not electric | Fact check",2024-02-05T20:25:59Z,Missing Context
"""President Biden’s EPA is rushing to ban new gas-powered cars.""",American Fuel & Petrochemical Manufacturers,2024-02-12T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2024/02/experts-say-proposed-vehicle-emissions-and-fuel-rules-not-an-epa-ban-on-gas-powered-cars/,Experts Say Proposed Vehicle Emissions and Fuel Rules Not an ...,,False
Manufacturing EV battery creates same CO2 as driving a gas car for 8 years,Social media,2023-11-30T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/01/23/electric-car-battery-gas-engine-co2-fact-check/72158513007/,Electric car battery v. gas engine CO2 claim misleads | Fact check,2024-01-23T22:41:20Z,False
Electric vehicles lose range in cold weather,,,KGW,kgw.com,https://www.kgw.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,KREM,krem.com,https://www.krem.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,KSDK,ksdk.com,https://www.ksdk.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,KTVB,ktvb.com,https://www.ktvb.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,KVUE,kvue.com,https://www.kvue.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,WCNC,wcnc.com,https://www.wcnc.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,WFAA,wfaa.com,https://www.wfaa.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,WGRZ,wgrz.com,https://www.wgrz.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,WTHR,wthr.com,https://www.wthr.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,12News,12news.com,https://www.12news.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,KARE 11,kare11.com,https://www.kare11.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,KCENTV.com,kcentv.com,https://www.kcentv.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
Electric vehicles lose range in cold weather,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/electric-vehicles-verify/yes-electric-vehicles-lose-range-in-cold-weather/536-e96ca40b-dd96-4723-b705-75c3b00b48d9,"Tesla EV batteries require more recharges, lose range in winter",2024-01-17T23:27:00Z,True. Electric vehicles lose range in cold weather.
"""Tens of thousands of auto jobs were lost nationwide during Trump’s presidency.”",Joe Biden,2024-01-24T00:00:00Z,The Washington Post,washingtonpost.com,https://www.washingtonpost.com/politics/2024/01/30/biden-versus-trump-electric-vehicles-chinas-threat/,Analysis | Biden vs. Trump on electric vehicles and China's threat,2024-01-30T13:00:36Z,Needs context
"""Those cars are all going to be made in China. … There’s no such thing as fair transition that destroys over 100,000 auto manufacturing jobs.”",Donald Trump,2024-01-24T00:00:00Z,The Washington Post,washingtonpost.com,https://www.washingtonpost.com/politics/2024/01/30/biden-versus-trump-electric-vehicles-chinas-threat/,Analysis | Biden vs. Trump on electric vehicles and China's threat,2024-01-30T13:00:36Z,No evidence
Photo shows electric vehicles stranded in recent German winter storm,Social media,2023-12-08T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2023/12/22/false-claim-photo-shows-stranded-german-electric-vehicles-fact-check/72001499007/,"Old photo shows cars stranded in US snowstorm, not German electric vehicles | Fact check",2023-12-22T20:15:02Z,False
A photo showed electric vehicles that failed and were abandoned during a December 2023 winter storm in Germany.,,,Snopes,snopes.com,https://www.snopes.com/fact-check/electric-vehicles-germany/,Pic Shows Electric Vehicles That Failed In German Winter Storm?,2023-12-21T08:42:57Z,Miscaptioned
Manufacturing an electric vehicle (EV) battery produces the same amount of CO2 as running a petrol car for eight years.,Facebook users,2023-12-01T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/ev-critics-stuck-in-slow-lane-with-battery-bashing/,EV critics stuck in slow lane with battery bashing,2025-02-07T02:49:58Z,False. Manufacturing EV batteries produces roughly a quarter of the CO2 from running a petrol car over eight years.
"The rules for the clean vehicles tax credit changed on Jan. 1, 2024.",,,WVEC,13newsnow.com,https://www.13newsnow.com/article/news/verify/electric-vehicles-verify/electric-vehicles-ev-tax-credit-2024-irs-inflation-reduction-act-of-2022-fact-sheet/536-246483bf-deec-4bcc-a41b-014b904978cb,EV tax credits 2024: VERIFY Fact Sheet | 13newsnow.com,2024-01-09T15:17:00Z,"True. The rules for the clean vehicles tax credit changed on Jan. 1, 2024."
Electric vehicle adoption is a big driver of PGE's upcoming 17% price hike,A KGW viewer wanted to know how much of the rate hike is due to EVs,,KGW,kgw.com,https://www.kgw.com/article/news/verify/pge-rate-hike-not-caused-electric-vehicles/283-1d0ccb3e-f536-4b33-b78e-f980c7d6604a,"No, PGE's upcoming 17% rate hike is not due to electric vehicle costs",2023-12-12T17:56:00Z,False
Electric cars are part of a conspiracy to limit movement,Facebook user Brainsparker,2023-11-28T00:00:00Z,Logically Facts,logicallyfacts.com,https://www.logicallyfacts.com/en/fact-check/false-electric-cars-not-part-of-conspiracy-to-limit-movement,Electric cars not part of conspiracy to limit movement,2023-12-04T00:00:00Z,"While most modern cars collect information about drivers, it is not currently possible for governments to shut them down remotely. The claim is connected to the Great Reset conspiracy theory."
A video shows new electric vehicle chargers with a generator operating nearby which is using diesel to power them.,Facebook user,2023-10-08T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/online/diesel-generators-electric-car-chargers/,Diesel generator not powering electric vehicle chargers at Welsh service station – Full Fact,2023-11-28T00:00:00Z,This is false. The generator is using hydrotreated vegetable oil and is facilitating the installation work. Once operational the chargers will power electric vehicles using renewable energy.
"""You can't get out of New Hampshire in an electric car. Where are you going? ‘I'm going to Massachusetts.’ Well, you better get yourself a gas turbine because this car is not going to get you there. Well, you could, if you stop about four times now.""",Donald Trump,2023-11-11T00:00:00Z,PolitiFact,politifact.com,https://www.politifact.com/article/2023/nov/27/politifact-road-tests-donald-trumps-claim-about-dr/,PolitiFact road-tests Donald Trump’s claim about driving an electric vehicle in New Hampshire,,Home chargers should be fine
Video shows EV charging station with diesel generator that runs 24/7,social media,2023-10-25T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2023/11/15/ev-charger-is-solar-and-diesel-powered-not-247-diesel-fact-check/71568937007/,"EV charger is solar and diesel-powered, not 24/7 diesel | Fact check",2023-11-15T20:09:00Z,False
An electric vehicle charging station in Australia's outback is entirely powered by a diesel generator.,An Instagram user,2023-10-26T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/instagram-user-unknowingly-debunks-own-claim-in-viral-video/,Instagram user unknowingly debunks own claim in viral video,2025-02-07T02:54:46Z,False. Solar panels on the station's roof are the initial power source. The generator is only used as a backup.
Extrication tools like the Jaws of Life can be used on electric vehicles.,,,VERIFYThis.com,verifythis.com,https://www.verifythis.com/article/news/verify/electric-vehicles-verify/jaws-of-life-electric-vehicles-ev-emergency-first-responders-firefighters-fact-check/536-dec76c00-9ef4-4290-9bc6-e932ad17b309,Jaws of Life can be used on electric vehicles,2023-11-09T22:51:00Z,True. Extrication tools like Jaws of Life can be used on electric vehicles.
Donald Trump's Theories About Electric Vehicles,Donald Trump,2023-10-03T17:13:51Z,Newsweek,newsweek.com,https://www.newsweek.com/donald-trump-climate-change-electric-cars-iowa-2024-campaign-1831472,Fact Check: Donald Trump's Theories About Electric Vehicles,2023-10-03T17:13:51Z,False
Parking garages will continue to collapse due to electric vehicles.,Viewer comment on Facebook,,First Coast News,firstcoastnews.com,https://www.firstcoastnews.com/article/news/verify/no-electric-vehicles-are-not-too-heavy-for-parking-garages/77-a4a7e83a-6cde-40af-880a-96213573f7b8,Are electric vehicles too heavy for parking garages?,2023-09-13T23:10:00Z,False
"""I saved American auto manufacturing, you know that, in my first term. ... When I came into office, the auto industry was on its knees, gasping its last breaths after eight long years of Obama and Biden.""",Donald Trump,2023-09-27T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2023/10/trumps-misleading-claims-about-electric-vehicles-and-the-auto-industry/,Trump's Misleading Claims About Electric Vehicles and the Auto ...,2023-10-02T22:30:10Z,False
President Joe Biden “has dictated that nearly 70% of all cars” made in the U.S. must be “fully electric” in 10 years.,Donald Trump,2023-09-27T00:00:00Z,FactCheck.org,factcheck.org,https://www.factcheck.org/2023/10/trumps-misleading-claims-about-electric-vehicles-and-the-auto-industry/,Trump's Misleading Claims About Electric Vehicles and the Auto ...,2023-10-02T22:30:10Z,Misleading
Drivers of non-electric vehicles will be fined £12 every time they drive past a ULEZ camera.,facebook user,2023-08-13T00:00:00Z,Full Fact,fullfact.org,https://fullfact.org/online/electric-vehicles-ulez-fines/,You don't need an electric vehicle to comply with ULEZ – Full Fact,2023-08-25T00:00:00Z,"False. Most petrol and diesel vehicles already comply with ULEZ standards. For those that do not, a £12.50 daily charge is levied."
A video captures an explosion resulting from the collision of two electric vehicles triggered by the ignition of a lithium battery.,twitter.com,2023-08-12T08:20:00Z,,misbar.com,https://www.misbar.com/en/factcheck/2023/08/13/this-explosion-was-not-caused-by-the-collision-of-two-electric-vehicles,This Explosion Was Not Caused by the Collision of Two Electric Vehicles,2023-08-12T08:20:00Z,misleading
"Fire on cargo ship carrying EVs 'impossible to put out,' ship must be sunk",Social media,2023-08-02T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2023/08/10/cargo-ship-with-electric-cars-moored-not-sunk-fact-check/70561224007/,"Cargo ship with electric cars moored, not sunk | Fact check",2023-08-10T22:03:28Z,False
A video shows several fiery explosions in the aftermath of a collision between two electric vehicles.,Facebook users,2023-07-17T00:00:00Z,AAP,aap.com.au,https://www.aap.com.au/factcheck/explosive-video-gaslights-electric-vehicle-drivers/,Explosive video gaslights electric vehicle drivers,2025-02-07T03:43:20Z,False. The explosions are from gas cylinders being transported on the back of a truck.
Video shows electric vehicle fire after collision,Social media,2023-07-29T00:00:00Z,USA Today,usatoday.com,https://www.usatoday.com/story/news/factcheck/2023/08/08/video-shows-gas-canister-fires-not-ev-crash-fact-check/70530828007/,"Video shows gas canister fire, not EV crash | Fact check",2023-08-08T20:06:29Z,False
A video shows a fiery explosion after two electric vehicles collided,Multiple people,2023-07-30T00:00:00Z,AFP Fact Check,factcheck.afp.com,https://factcheck.afp.com/doc.afp.com.33QG9KY,Highway explosion video misrepresented as EV collision,2023-08-03T22:05:00Z,False
Video shows a collision between two electric vehicles,Social Media,2023-07-18T00:00:00Z,NewsMobile,newsmobile.in,https://www.newsmobile.in/nm-fact-checker/fact-check-does-this-video-show-a-massive-collision-involving-two-evs-heres-the-truth/,Fact Check: Does This Video Show A Massive Collision Involving Two EVs? Here’s The Truth,2023-08-02T00:00:00Z,False
This video is from 2023 and shows two Electric Vehicles colliding,Social Media Users,2023-07-31T10:22:40Z,BOOM Fact Check,boomlive.in,https://www.boomlive.in/fact-check/old-video-from-moscow-claimed-as-electric-vehicle-collision-22662,Misleading Video Of Cylinder in Moscow Shared As Moscow Shared As Electric Vehicle Collision,2023-07-31T10:22:40Z,False
